$Flow file for segment 31
To the right of the sum of flows are individual flows starting with QWD then QSTR
JDAY,QWD(m3s-1),
   151.306,   12.620,           12.600,
   151.403,   12.620,           12.600,
   151.500,   12.620,           12.600,
   151.604,   12.620,           12.600,
   151.701,   12.620,           12.600,
   151.806,   12.620,           12.600,
   151.903,   12.620,           12.600,
   152.000,   12.620,           12.600,
   152.104,   12.620,           12.600,
   152.201,   12.620,           12.600,
   152.306,   12.620,           12.600,
   152.403,   12.620,           12.600,
   152.500,   12.620,           12.600,
   152.604,   12.620,           12.600,
   152.701,   12.620,           12.600,
   152.806,   12.620,           12.600,
   152.903,   12.620,           12.600,
   153.000,   12.620,           12.600,
   153.104,   12.620,           12.600,
   153.201,   12.620,           12.600,
   153.306,   12.620,           12.600,
   153.403,   12.620,           12.600,
   153.500,   12.620,           12.600,
   153.604,   12.620,           12.600,
   153.701,   12.620,           12.600,
   153.806,   12.620,           12.600,
   153.903,   12.620,           12.600,
   154.000,   12.620,           12.600,
   154.104,   12.620,           12.600,
   154.201,   12.620,           12.600,
   154.306,   12.620,           12.600,
   154.403,   12.620,           12.600,
   154.500,   12.620,           12.600,
   154.604,   12.620,           12.600,
   154.701,   12.620,           12.600,
   154.806,   12.620,           12.600,
   154.903,   12.620,           12.600,
   155.000,   12.620,           12.600,
   155.104,   12.620,           12.600,
   155.201,   12.620,           12.600,
   155.306,   12.620,           12.600,
   155.403,   12.620,           12.600,
   155.500,   12.620,           12.600,
   155.604,   12.620,           12.600,
   155.701,   12.620,           12.600,
   155.806,   12.620,           12.600,
   155.903,   12.620,           12.600,
   156.000,   12.620,           12.600,
   156.104,   12.620,           12.600,
   156.201,   12.620,           12.600,
   156.306,   12.620,           12.600,
   156.403,   12.620,           12.600,
   156.500,   12.620,           12.600,
   156.604,   12.620,           12.600,
   156.701,   12.620,           12.600,
   156.806,   12.620,           12.600,
   156.903,   12.620,           12.600,
   157.000,   12.620,           12.600,
   157.104,   12.620,           12.600,
   157.201,   12.620,           12.600,
   157.306,   12.620,           12.600,
   157.403,   12.620,           12.600,
   157.500,   12.620,           12.600,
   157.604,   12.620,           12.600,
   157.701,   12.620,           12.600,
   157.806,   12.620,           12.600,
   157.903,   12.620,           12.600,
   158.000,   12.620,           12.600,
   158.104,   12.620,           12.600,
   158.201,   12.620,           12.600,
   158.306,   12.620,           12.600,
   158.403,   12.620,           12.600,
   158.500,   12.620,           12.600,
   158.604,   12.620,           12.600,
   158.701,   12.620,           12.600,
   158.806,   12.620,           12.600,
   158.903,   12.620,           12.600,
   159.000,   12.620,           12.600,
   159.104,   12.620,           12.600,
   159.201,   12.620,           12.600,
   159.306,   12.620,           12.600,
   159.403,   12.620,           12.600,
   159.500,   12.620,           12.600,
   159.604,   12.620,           12.600,
   159.701,   12.620,           12.600,
   159.806,   12.620,           12.600,
   159.903,   12.620,           12.600,
   160.000,   12.620,           12.600,
   160.104,   12.620,           12.600,
   160.201,   12.620,           12.600,
   160.306,   12.620,           12.600,
   160.403,   12.620,           12.600,
   160.500,   12.620,           12.600,
   160.604,   12.620,           12.600,
   160.701,   12.620,           12.600,
   160.806,   12.620,           12.600,
   160.903,   12.620,           12.600,
   161.000,   12.620,           12.600,
   161.104,   12.620,           12.600,
   161.201,   12.620,           12.600,
   161.306,   12.620,           12.600,
   161.403,   12.620,           12.600,
   161.500,   12.620,           12.600,
   161.604,   12.620,           12.600,
   161.701,   12.620,           12.600,
   161.806,   12.620,           12.600,
   161.903,   12.620,           12.600,
   162.000,   12.620,           12.600,
   162.104,   12.620,           12.600,
   162.201,   12.620,           12.600,
   162.306,   12.620,           12.600,
   162.403,   12.620,           12.600,
   162.500,   12.620,           12.600,
   162.604,   12.620,           12.600,
   162.701,   12.620,           12.600,
   162.806,   12.620,           12.600,
   162.903,   12.620,           12.600,
   163.000,   12.620,           12.600,
   163.104,   12.620,           12.600,
   163.201,   12.620,           12.600,
   163.306,   12.620,           12.600,
   163.403,   12.620,           12.600,
   163.500,   12.620,           12.600,
   163.604,   12.620,           12.600,
   163.701,   12.620,           12.600,
   163.806,   12.620,           12.600,
   163.903,   12.620,           12.600,
   164.000,   12.620,           12.600,
   164.104,   12.620,           12.600,
   164.201,   12.620,           12.600,
   164.306,   12.620,           12.600,
   164.403,   12.620,           12.600,
   164.500,   12.620,           12.600,
   164.604,   12.620,           12.600,
   164.701,   12.620,           12.600,
   164.806,   12.620,           12.600,
   164.903,   12.620,           12.600,
   165.000,   12.620,           12.600,
   165.104,   12.620,           12.600,
   165.201,   12.620,           12.600,
   165.306,   12.620,           12.600,
   165.403,   12.620,           12.600,
   165.500,   12.620,           12.600,
   165.604,   12.620,           12.600,
   165.701,   12.620,           12.600,
   165.806,   12.620,           12.600,
   165.903,   12.620,           12.600,
   166.000,   12.620,           12.600,
   166.104,   12.620,           12.600,
   166.201,   12.620,           12.600,
   166.306,   12.620,           12.600,
   166.403,   12.620,           12.600,
   166.500,   12.620,           12.600,
   166.604,   12.620,           12.600,
   166.701,   12.620,           12.600,
   166.806,   12.620,           12.600,
   166.903,   12.620,           12.600,
   167.000,   12.620,           12.600,
   167.104,   12.620,           12.600,
   167.201,   12.620,           12.600,
   167.306,   12.620,           12.600,
   167.403,   12.620,           12.600,
   167.500,   12.620,           12.600,
   167.604,   12.620,           12.600,
   167.701,   12.620,           12.600,
   167.806,   12.620,           12.600,
   167.903,   12.620,           12.600,
   168.000,   12.620,           12.600,
   168.104,   12.620,           12.600,
   168.201,   12.620,           12.600,
   168.306,   12.620,           12.600,
   168.403,   12.620,           12.600,
   168.500,   12.620,           12.600,
   168.604,   12.620,           12.600,
   168.701,   12.620,           12.600,
   168.806,   12.620,           12.600,
   168.903,   12.620,           12.600,
   169.000,   12.620,           12.600,
   169.104,   12.620,           12.600,
   169.201,   12.620,           12.600,
   169.306,   12.620,           12.600,
   169.403,   12.620,           12.600,
   169.500,   12.620,           12.600,
   169.604,   12.620,           12.600,
   169.701,   12.620,           12.600,
   169.806,   12.620,           12.600,
   169.903,   12.620,           12.600,
   170.000,   12.620,           12.600,
   170.104,   12.620,           12.600,
   170.201,   12.620,           12.600,
   170.306,   12.620,           12.600,
   170.403,   12.620,           12.600,
   170.500,   12.620,           12.600,
   170.604,   12.620,           12.600,
   170.701,   12.620,           12.600,
   170.806,   12.620,           12.600,
   170.903,   12.620,           12.600,
   171.000,   12.620,           12.600,
   171.104,   12.620,           12.600,
   171.201,   12.620,           12.600,
   171.306,   12.620,           12.600,
   171.403,   12.620,           12.600,
   171.500,   12.620,           12.600,
   171.604,   12.620,           12.600,
   171.701,   12.620,           12.600,
   171.806,   12.620,           12.600,
   171.903,   12.620,           12.600,
   172.000,   12.620,           12.600,
   172.104,   12.620,           12.600,
   172.201,   12.620,           12.600,
   172.306,   12.620,           12.600,
   172.403,   12.620,           12.600,
   172.500,   12.620,           12.600,
   172.604,   12.620,           12.600,
   172.701,   12.620,           12.600,
   172.806,   12.620,           12.600,
   172.903,   12.620,           12.600,
   173.000,   12.620,           12.600,
   173.104,   12.620,           12.600,
   173.201,   12.620,           12.600,
   173.306,   12.620,           12.600,
   173.403,   12.620,           12.600,
   173.500,   12.620,           12.600,
   173.604,   12.620,           12.600,
   173.701,   12.620,           12.600,
   173.806,   12.620,           12.600,
   173.903,   12.620,           12.600,
   174.000,   12.620,           12.600,
   174.104,   12.620,           12.600,
   174.201,   12.620,           12.600,
   174.306,   12.620,           12.600,
   174.403,   12.620,           12.600,
   174.500,   12.620,           12.600,
   174.604,   12.620,           12.600,
   174.701,   12.620,           12.600,
   174.806,   12.620,           12.600,
   174.903,   12.620,           12.600,
   175.000,   12.620,           12.600,
   175.104,   12.620,           12.600,
   175.201,   12.620,           12.600,
   175.306,   12.620,           12.600,
   175.403,   12.620,           12.600,
   175.500,   12.620,           12.600,
   175.604,   12.620,           12.600,
   175.701,   12.620,           12.600,
   175.806,   12.620,           12.600,
   175.903,   12.620,           12.600,
   176.000,   12.620,           12.600,
   176.104,   12.620,           12.600,
   176.201,   12.620,           12.600,
   176.306,   12.620,           12.600,
   176.403,   12.620,           12.600,
   176.500,   12.620,           12.600,
   176.604,   12.620,           12.600,
   176.701,   12.620,           12.600,
   176.806,   12.620,           12.600,
   176.903,   12.620,           12.600,
   177.000,   12.620,           12.600,
   177.104,   12.620,           12.600,
   177.201,   12.620,           12.600,
   177.306,   12.620,           12.600,
   177.403,   12.620,           12.600,
   177.500,   12.620,           12.600,
   177.604,   12.620,           12.600,
   177.701,   12.620,           12.600,
   177.806,   12.620,           12.600,
   177.903,   12.620,           12.600,
   178.000,   12.620,           12.600,
   178.104,   12.620,           12.600,
   178.201,   12.620,           12.600,
   178.306,   12.620,           12.600,
   178.403,   12.620,           12.600,
   178.500,   12.620,           12.600,
   178.604,   12.620,           12.600,
   178.701,   12.620,           12.600,
   178.806,   12.620,           12.600,
   178.903,   12.620,           12.600,
   179.000,   12.620,           12.600,
   179.104,   12.620,           12.600,
   179.201,   12.620,           12.600,
   179.306,   12.620,           12.600,
   179.403,   12.620,           12.600,
   179.500,   12.620,           12.600,
   179.604,   12.620,           12.600,
   179.701,   12.620,           12.600,
   179.806,   12.620,           12.600,
   179.903,   12.620,           12.600,
   180.000,   12.620,           12.600,
   180.104,   12.620,           12.600,
   180.201,   12.620,           12.600,
   180.306,   12.620,           12.600,
   180.403,   12.620,           12.600,
   180.500,   12.620,           12.600,
   180.604,   12.620,           12.600,
   180.701,   12.620,           12.600,
   180.806,   12.620,           12.600,
   180.903,   12.620,           12.600,
   181.000,   12.620,           12.600,
   181.104,   12.620,           12.600,
   181.201,   12.620,           12.600,
   181.306,   12.620,           12.600,
   181.403,   12.620,           12.600,
   181.500,   12.620,           12.600,
   181.604,   12.620,           12.600,
   181.701,   12.620,           12.600,
   181.806,   12.620,           12.600,
   181.903,   12.620,           12.600,
   182.000,   12.620,           12.600,
   182.104,   12.620,           12.600,
   182.201,   12.620,           12.600,
   182.306,   12.620,           12.600,
   182.403,   12.620,           12.600,
   182.500,   12.620,           12.600,
   182.604,   12.620,           12.600,
   182.701,   12.620,           12.600,
   182.806,   12.620,           12.600,
   182.903,   12.620,           12.600,
   183.000,   12.620,           12.600,
   183.104,   12.620,           12.600,
   183.201,   12.620,           12.600,
   183.306,   12.620,           12.600,
   183.403,   12.620,           12.600,
   183.500,   12.620,           12.600,
   183.604,   12.620,           12.600,
   183.701,   12.620,           12.600,
   183.806,   12.620,           12.600,
   183.903,   12.620,           12.600,
   184.000,   12.620,           12.600,
   184.104,   12.620,           12.600,
   184.201,   12.620,           12.600,
   184.306,   12.620,           12.600,
   184.403,   12.620,           12.600,
   184.500,   12.620,           12.600,
   184.604,   12.620,           12.600,
   184.701,   12.620,           12.600,
   184.806,   12.620,           12.600,
   184.903,   12.620,           12.600,
   185.000,   12.620,           12.600,
   185.104,   12.620,           12.600,
   185.201,   12.620,           12.600,
   185.306,   12.620,           12.600,
   185.403,   12.620,           12.600,
   185.500,   12.620,           12.600,
   185.604,   12.620,           12.600,
   185.701,   12.620,           12.600,
   185.806,   12.620,           12.600,
   185.903,   12.620,           12.600,
   186.000,   12.620,           12.600,
   186.104,   12.620,           12.600,
   186.201,   12.620,           12.600,
   186.306,   12.620,           12.600,
   186.403,   12.620,           12.600,
   186.500,   12.620,           12.600,
   186.604,   12.620,           12.600,
   186.701,   12.620,           12.600,
   186.806,   12.620,           12.600,
   186.903,   12.620,           12.600,
   187.000,   12.620,           12.600,
   187.104,   12.620,           12.600,
   187.201,   12.620,           12.600,
   187.306,   12.620,           12.600,
   187.403,   12.620,           12.600,
   187.500,   12.620,           12.600,
   187.604,   12.620,           12.600,
   187.701,   12.620,           12.600,
   187.806,   12.620,           12.600,
   187.903,   12.620,           12.600,
   188.000,   12.620,           12.600,
   188.104,   12.620,           12.600,
   188.201,   12.620,           12.600,
   188.306,   12.620,           12.600,
   188.403,   12.620,           12.600,
   188.500,   12.620,           12.600,
   188.604,   12.620,           12.600,
   188.701,   12.620,           12.600,
   188.806,   12.620,           12.600,
   188.903,   12.620,           12.600,
   189.000,   12.620,           12.600,
   189.104,   12.620,           12.600,
   189.201,   12.620,           12.600,
   189.306,   12.620,           12.600,
   189.403,   12.620,           12.600,
   189.500,   12.620,           12.600,
   189.604,   12.620,           12.600,
   189.701,   12.620,           12.600,
   189.806,   12.620,           12.600,
   189.903,   12.620,           12.600,
   190.000,   12.620,           12.600,
   190.104,   12.620,           12.600,
   190.201,   12.620,           12.600,
   190.306,   12.620,           12.600,
   190.403,   12.620,           12.600,
   190.500,   12.620,           12.600,
   190.604,   12.620,           12.600,
   190.701,   12.620,           12.600,
   190.806,   12.620,           12.600,
   190.903,   12.620,           12.600,
   191.000,   12.620,           12.600,
   191.104,   12.620,           12.600,
   191.201,   12.620,           12.600,
   191.306,   12.620,           12.600,
   191.403,   12.620,           12.600,
   191.500,   12.620,           12.600,
   191.604,   12.620,           12.600,
   191.701,   12.620,           12.600,
   191.806,   12.620,           12.600,
   191.903,   12.620,           12.600,
   192.000,   12.620,           12.600,
   192.104,   12.620,           12.600,
   192.201,   12.620,           12.600,
   192.306,   12.620,           12.600,
   192.403,   12.620,           12.600,
   192.500,   12.620,           12.600,
   192.604,   12.620,           12.600,
   192.701,   12.620,           12.600,
   192.806,   12.620,           12.600,
   192.903,   12.620,           12.600,
   193.000,   12.620,           12.600,
   193.104,   12.620,           12.600,
   193.201,   12.620,           12.600,
   193.306,   12.620,           12.600,
   193.403,   12.620,           12.600,
   193.500,   12.620,           12.600,
   193.604,   12.620,           12.600,
   193.701,   12.620,           12.600,
   193.806,   12.620,           12.600,
   193.903,   12.620,           12.600,
   194.000,   12.620,           12.600,
   194.104,   12.620,           12.600,
   194.201,   12.620,           12.600,
   194.306,   12.620,           12.600,
   194.403,   12.620,           12.600,
   194.500,   12.620,           12.600,
   194.604,   12.620,           12.600,
   194.701,   12.620,           12.600,
   194.806,   12.620,           12.600,
   194.903,   12.620,           12.600,
   195.000,   12.620,           12.600,
   195.104,   12.620,           12.600,
   195.201,   12.620,           12.600,
   195.306,   12.620,           12.600,
   195.403,   12.620,           12.600,
   195.500,   12.620,           12.600,
   195.604,   12.620,           12.600,
   195.701,   12.620,           12.600,
   195.806,   12.620,           12.600,
   195.903,   12.620,           12.600,
   196.000,   12.620,           12.600,
   196.104,   12.620,           12.600,
   196.201,   12.620,           12.600,
   196.306,   12.620,           12.600,
   196.403,   12.620,           12.600,
   196.500,   12.620,           12.600,
   196.604,   12.620,           12.600,
   196.701,   12.620,           12.600,
   196.806,   12.620,           12.600,
   196.903,   12.620,           12.600,
   197.000,   12.620,           12.600,
   197.104,   12.620,           12.600,
   197.201,   12.620,           12.600,
   197.306,   12.620,           12.600,
   197.403,   12.620,           12.600,
   197.500,   12.620,           12.600,
   197.604,   12.620,           12.600,
   197.701,   12.620,           12.600,
   197.806,   12.620,           12.600,
   197.903,   12.620,           12.600,
   198.000,   12.620,           12.600,
   198.104,   12.620,           12.600,
   198.201,   12.620,           12.600,
   198.306,   12.620,           12.600,
   198.403,   12.620,           12.600,
   198.500,   12.620,           12.600,
   198.604,   12.620,           12.600,
   198.701,   12.620,           12.600,
   198.806,   12.620,           12.600,
   198.903,   12.620,           12.600,
   199.000,   12.620,           12.600,
   199.104,   12.620,           12.600,
   199.201,   12.620,           12.600,
   199.306,   12.620,           12.600,
   199.403,   12.620,           12.600,
   199.500,   12.620,           12.600,
   199.604,   12.620,           12.600,
   199.701,   12.620,           12.600,
   199.806,   12.620,           12.600,
   199.903,   12.620,           12.600,
   200.000,   12.620,           12.600,
   200.104,   12.620,           12.600,
   200.201,   12.620,           12.600,
   200.306,   12.620,           12.600,
   200.403,   12.620,           12.600,
   200.500,   12.620,           12.600,
   200.604,   12.620,           12.600,
   200.701,   12.620,           12.600,
   200.806,   12.620,           12.600,
   200.903,   12.620,           12.600,
   201.000,   12.620,           12.600,
   201.104,   12.620,           12.600,
   201.201,   12.620,           12.600,
   201.306,   12.620,           12.600,
   201.403,   12.620,           12.600,
   201.500,   12.620,           12.600,
   201.604,   12.620,           12.600,
   201.701,   12.620,           12.600,
   201.806,   12.620,           12.600,
   201.903,   12.620,           12.600,
   202.000,   12.620,           12.600,
   202.104,   12.620,           12.600,
   202.201,   12.620,           12.600,
   202.306,   12.620,           12.600,
   202.403,   12.620,           12.600,
   202.500,   12.620,           12.600,
   202.604,   12.620,           12.600,
   202.701,   12.620,           12.600,
   202.806,   12.620,           12.600,
   202.903,   12.620,           12.600,
   203.000,   12.620,           12.600,
   203.104,   12.620,           12.600,
   203.201,   12.620,           12.600,
   203.306,   12.620,           12.600,
   203.403,   12.620,           12.600,
   203.500,   12.620,           12.600,
   203.604,   12.620,           12.600,
   203.701,   12.620,           12.600,
   203.806,   12.620,           12.600,
   203.903,   12.620,           12.600,
   204.000,   12.620,           12.600,
   204.104,   12.620,           12.600,
   204.201,   12.620,           12.600,
   204.306,   12.620,           12.600,
   204.403,   12.620,           12.600,
   204.500,   12.620,           12.600,
   204.604,   12.620,           12.600,
   204.701,   12.620,           12.600,
   204.806,   12.620,           12.600,
   204.903,   12.620,           12.600,
   205.000,   12.620,           12.600,
   205.104,   12.620,           12.600,
   205.201,   12.620,           12.600,
   205.306,   12.620,           12.600,
   205.403,   12.620,           12.600,
   205.500,   12.620,           12.600,
   205.604,   12.620,           12.600,
   205.701,   12.620,           12.600,
   205.806,   12.620,           12.600,
   205.903,   12.620,           12.600,
   206.000,   12.620,           12.600,
   206.104,   12.620,           12.600,
   206.201,   12.620,           12.600,
   206.306,   12.620,           12.600,
   206.403,   12.620,           12.600,
   206.500,   12.620,           12.600,
   206.604,   12.620,           12.600,
   206.701,   12.620,           12.600,
   206.806,   12.620,           12.600,
   206.903,   12.620,           12.600,
   207.000,   12.620,           12.600,
   207.104,   12.620,           12.600,
   207.201,   12.620,           12.600,
   207.306,   12.620,           12.600,
   207.403,   12.620,           12.600,
   207.500,   12.620,           12.600,
   207.604,   12.620,           12.600,
   207.701,   12.620,           12.600,
   207.806,   12.620,           12.600,
   207.903,   12.620,           12.600,
   208.000,   12.620,           12.600,
   208.104,   12.620,           12.600,
   208.201,   12.620,           12.600,
   208.306,   12.620,           12.600,
   208.403,   12.620,           12.600,
   208.500,   12.620,           12.600,
   208.604,   12.620,           12.600,
   208.701,   12.620,           12.600,
   208.806,   12.620,           12.600,
   208.903,   12.620,           12.600,
   209.000,   12.620,           12.600,
   209.104,   12.620,           12.600,
   209.201,   12.620,           12.600,
   209.306,   12.620,           12.600,
   209.403,   12.620,           12.600,
   209.500,   12.620,           12.600,
   209.604,   12.620,           12.600,
   209.701,   12.620,           12.600,
   209.806,   12.620,           12.600,
   209.903,   12.620,           12.600,
   210.000,   12.620,           12.600,
   210.104,   12.620,           12.600,
   210.201,   12.620,           12.600,
   210.306,   12.620,           12.600,
   210.403,   12.620,           12.600,
   210.500,   12.620,           12.600,
   210.604,   12.620,           12.600,
   210.701,   12.620,           12.600,
   210.806,   12.620,           12.600,
   210.903,   12.620,           12.600,
   211.000,   12.620,           12.600,
   211.104,   12.620,           12.600,
   211.201,   12.620,           12.600,
   211.306,   12.620,           12.600,
   211.403,   12.620,           12.600,
   211.500,   12.620,           12.600,
   211.604,   12.620,           12.600,
   211.701,   12.620,           12.600,
   211.806,   12.620,           12.600,
   211.903,   12.620,           12.600,
   212.000,   12.620,           12.600,
   212.104,   12.620,           12.600,
   212.201,   12.620,           12.600,
   212.306,   12.620,           12.600,
   212.403,   12.620,           12.600,
   212.500,   12.620,           12.600,
   212.604,   12.620,           12.600,
   212.701,   12.620,           12.600,
   212.806,   12.620,           12.600,
   212.903,   12.620,           12.600,
   213.000,   12.620,           12.600,
   213.104,   12.620,           12.600,
   213.201,   12.620,           12.600,
   213.306,   12.620,           12.600,
   213.403,   12.620,           12.600,
   213.500,   12.620,           12.600,
   213.604,   12.620,           12.600,
   213.701,   12.620,           12.600,
   213.806,   12.620,           12.600,
   213.903,   12.620,           12.600,
   214.000,   12.620,           12.600,
   214.104,   12.620,           12.600,
   214.201,   12.620,           12.600,
   214.306,   12.620,           12.600,
   214.403,   12.620,           12.600,
   214.500,   12.620,           12.600,
   214.604,   12.620,           12.600,
   214.701,   12.620,           12.600,
   214.806,   12.620,           12.600,
   214.903,   12.620,           12.600,
   215.000,   12.620,           12.600,
   215.104,   12.620,           12.600,
   215.201,   12.620,           12.600,
   215.306,   12.620,           12.600,
   215.403,   12.620,           12.600,
   215.500,   12.620,           12.600,
   215.604,   12.620,           12.600,
   215.701,   12.620,           12.600,
   215.806,   12.620,           12.600,
   215.903,   12.620,           12.600,
   216.000,   12.620,           12.600,
   216.104,   12.620,           12.600,
   216.201,   12.620,           12.600,
   216.306,   12.620,           12.600,
   216.403,   12.620,           12.600,
   216.500,   12.620,           12.600,
   216.604,   12.620,           12.600,
   216.701,   12.620,           12.600,
   216.806,   12.620,           12.600,
   216.903,   12.620,           12.600,
   217.000,   12.620,           12.600,
   217.104,   12.620,           12.600,
   217.201,   12.620,           12.600,
   217.306,   12.620,           12.600,
   217.403,   12.620,           12.600,
   217.500,   12.620,           12.600,
   217.604,   12.620,           12.600,
   217.701,   12.620,           12.600,
   217.806,   12.620,           12.600,
   217.903,   12.620,           12.600,
   218.000,   12.620,           12.600,
   218.104,   12.620,           12.600,
   218.201,   12.620,           12.600,
   218.306,   12.620,           12.600,
   218.403,   12.620,           12.600,
   218.500,   12.620,           12.600,
   218.604,   12.620,           12.600,
   218.701,   12.620,           12.600,
   218.806,   12.620,           12.600,
   218.903,   12.620,           12.600,
   219.000,   12.620,           12.600,
   219.104,   12.620,           12.600,
   219.201,   12.620,           12.600,
   219.306,   12.620,           12.600,
   219.403,   12.620,           12.600,
   219.500,   12.620,           12.600,
   219.604,   12.620,           12.600,
   219.701,   12.620,           12.600,
   219.806,   12.620,           12.600,
   219.903,   12.620,           12.600,
   220.000,   12.620,           12.600,
   220.104,   12.620,           12.600,
   220.201,   12.620,           12.600,
   220.306,   12.620,           12.600,
   220.403,   12.620,           12.600,
   220.500,   12.620,           12.600,
   220.604,   12.620,           12.600,
   220.701,   12.620,           12.600,
   220.806,   12.620,           12.600,
   220.903,   12.620,           12.600,
   221.000,   12.620,           12.600,
   221.104,   12.620,           12.600,
   221.201,   12.620,           12.600,
   221.306,   12.620,           12.600,
   221.403,   12.620,           12.600,
   221.500,   12.620,           12.600,
   221.604,   12.620,           12.600,
   221.701,   12.620,           12.600,
   221.806,   12.620,           12.600,
   221.903,   12.620,           12.600,
   222.000,   12.620,           12.600,
   222.104,   12.620,           12.600,
   222.201,   12.620,           12.600,
   222.306,   12.620,           12.600,
   222.403,   12.620,           12.600,
   222.500,   12.620,           12.600,
   222.604,   12.620,           12.600,
   222.701,   12.620,           12.600,
   222.806,   12.620,           12.600,
   222.903,   12.620,           12.600,
   223.000,   12.620,           12.600,
   223.104,   12.620,           12.600,
   223.201,   12.620,           12.600,
   223.306,   12.620,           12.600,
   223.403,   12.620,           12.600,
   223.500,   12.620,           12.600,
   223.604,   12.620,           12.600,
   223.701,   12.620,           12.600,
   223.806,   12.620,           12.600,
   223.903,   12.620,           12.600,
   224.000,   12.620,           12.600,
   224.104,   12.620,           12.600,
   224.201,   12.620,           12.600,
   224.306,   12.620,           12.600,
   224.403,   12.620,           12.600,
   224.500,   12.620,           12.600,
   224.604,   12.620,           12.600,
   224.701,   12.620,           12.600,
   224.806,   12.620,           12.600,
   224.903,   12.620,           12.600,
   225.000,   12.620,           12.600,
   225.104,   12.620,           12.600,
   225.201,   12.620,           12.600,
   225.306,   12.620,           12.600,
   225.403,   12.620,           12.600,
   225.500,   12.620,           12.600,
   225.604,   12.620,           12.600,
   225.701,   12.620,           12.600,
   225.806,   12.620,           12.600,
   225.903,   12.620,           12.600,
   226.000,   12.620,           12.600,
   226.104,   12.620,           12.600,
   226.201,   12.620,           12.600,
   226.306,   12.620,           12.600,
   226.403,   12.620,           12.600,
   226.500,   12.620,           12.600,
   226.604,   12.620,           12.600,
   226.701,   12.620,           12.600,
   226.806,   12.620,           12.600,
   226.903,   12.620,           12.600,
   227.000,   12.620,           12.600,
   227.104,   12.620,           12.600,
   227.201,   12.620,           12.600,
   227.306,   12.620,           12.600,
   227.403,   12.620,           12.600,
   227.500,   12.620,           12.600,
   227.604,   12.620,           12.600,
   227.701,   12.620,           12.600,
   227.806,   12.620,           12.600,
   227.903,   12.620,           12.600,
   228.000,   12.620,           12.600,
   228.104,   12.620,           12.600,
   228.201,   12.620,           12.600,
   228.306,   12.620,           12.600,
   228.403,   12.620,           12.600,
   228.500,   12.620,           12.600,
   228.604,   12.620,           12.600,
   228.701,   12.620,           12.600,
   228.806,   12.620,           12.600,
   228.903,   12.620,           12.600,
   229.000,   12.620,           12.600,
   229.104,   12.620,           12.600,
   229.201,   12.620,           12.600,
   229.306,   12.620,           12.600,
   229.403,   12.620,           12.600,
   229.500,   12.620,           12.600,
   229.604,   12.620,           12.600,
   229.701,   12.620,           12.600,
   229.806,   12.620,           12.600,
   229.903,   12.620,           12.600,
   230.000,   12.620,           12.600,
   230.104,   12.620,           12.600,
   230.201,   12.620,           12.600,
   230.306,   12.620,           12.600,
   230.403,   12.620,           12.600,
   230.500,   12.620,           12.600,
   230.604,   12.620,           12.600,
   230.701,   12.620,           12.600,
   230.806,   12.620,           12.600,
   230.903,   12.620,           12.600,
   231.000,   12.620,           12.600,
   231.104,   12.620,           12.600,
   231.201,   12.620,           12.600,
   231.306,   12.620,           12.600,
   231.403,   12.620,           12.600,
   231.500,   12.620,           12.600,
   231.604,   12.620,           12.600,
   231.701,   12.620,           12.600,
   231.806,   12.620,           12.600,
   231.903,   12.620,           12.600,
   232.000,   12.620,           12.600,
   232.104,   12.620,           12.600,
   232.201,   12.620,           12.600,
   232.306,   12.620,           12.600,
   232.403,   12.620,           12.600,
   232.500,   12.620,           12.600,
   232.604,   12.620,           12.600,
   232.701,   12.620,           12.600,
   232.806,   12.620,           12.600,
   232.903,   12.620,           12.600,
   233.000,   12.620,           12.600,
   233.104,   12.620,           12.600,
   233.201,   12.620,           12.600,
   233.306,   12.620,           12.600,
   233.403,   12.620,           12.600,
   233.500,   12.620,           12.600,
   233.604,   12.620,           12.600,
   233.701,   12.620,           12.600,
   233.806,   12.620,           12.600,
   233.903,   12.620,           12.600,
   234.000,   12.620,           12.600,
   234.104,   12.620,           12.600,
   234.201,   12.620,           12.600,
   234.306,   12.620,           12.600,
   234.403,   12.620,           12.600,
   234.500,   12.620,           12.600,
   234.604,   12.620,           12.600,
   234.701,   12.620,           12.600,
   234.806,   12.620,           12.600,
   234.903,   12.620,           12.600,
   235.000,   12.620,           12.600,
   235.104,   12.620,           12.600,
   235.201,   12.620,           12.600,
   235.306,   12.620,           12.600,
   235.403,   12.620,           12.600,
   235.500,   12.620,           12.600,
   235.604,   12.620,           12.600,
   235.701,   12.620,           12.600,
   235.806,   12.620,           12.600,
   235.903,   12.620,           12.600,
   236.000,   12.620,           12.600,
   236.104,   12.620,           12.600,
   236.201,   12.620,           12.600,
   236.306,   12.620,           12.600,
   236.403,   12.620,           12.600,
   236.500,   12.620,           12.600,
   236.604,   12.620,           12.600,
   236.701,   12.620,           12.600,
   236.806,   12.620,           12.600,
   236.903,   12.620,           12.600,
   237.000,   12.620,           12.600,
   237.104,   12.620,           12.600,
   237.201,   12.620,           12.600,
   237.306,   12.620,           12.600,
   237.403,   12.620,           12.600,
   237.500,   12.620,           12.600,
   237.604,   12.620,           12.600,
   237.701,   12.620,           12.600,
   237.806,   12.620,           12.600,
   237.903,   12.620,           12.600,
   238.000,   12.620,           12.600,
   238.104,   12.620,           12.600,
   238.201,   12.620,           12.600,
   238.306,   12.620,           12.600,
