$GATE WITHDRAWAL AT SEG31                                    ELEV OF WITHDRAWAL CENTERLINE:120.     

JDAY,QWD(m3s-1)
   190.500,    0.0200
   190.604,    0.0200
   190.701,    0.0200
   190.806,    0.0200
   190.903,    0.0200
   191.000,    0.0200
   191.104,    0.0200
   191.201,    0.0200
   191.306,    0.0200
   191.403,    0.0200
   191.500,    0.0200
   191.604,    0.0200
   191.701,    0.0200
   191.806,    0.0200
   191.903,    0.0200
   192.000,    0.0200
   192.104,    0.0200
   192.201,    0.0200
   192.306,    0.0200
   192.403,    0.0200
   192.500,    0.0200
   192.604,    0.0200
   192.701,    0.0200
   192.806,    0.0200
   192.903,    0.0200
   193.000,    0.0200
   193.104,    0.0200
   193.201,    0.0200
   193.306,    0.0200
   193.403,    0.0200
   193.500,    0.0200
   193.604,    0.0200
   193.701,    0.0200
   193.806,    0.0200
   193.903,    0.0200
   194.000,    0.0200
   194.104,    0.0200
   194.201,    0.0200
   194.306,    0.0200
   194.403,    0.0200
   194.500,    0.0200
   194.604,    0.0200
   194.701,    0.0200
   194.806,    0.0200
   194.903,    0.0200
   195.000,    0.0200
   195.104,    0.0200
   195.201,    0.0200
   195.306,    0.0200
   195.403,    0.0200
   195.500,    0.0200
   195.604,    0.0200
   195.701,    0.0200
   195.806,    0.0200
   195.903,    0.0200
   196.000,    0.0200
   196.104,    0.0200
   196.201,    0.0200
   196.306,    0.0200
   196.403,    0.0200
   196.500,    0.0200
   196.604,    0.0200
   196.701,    0.0200
   196.806,    0.0200
   196.903,    0.0200
   197.000,    0.0200
   197.104,    0.0200
   197.201,    0.0200
   197.306,    0.0200
   197.403,    0.0200
   197.500,    0.0200
   197.604,    0.0200
   197.701,    0.0200
   197.806,    0.0200
   197.903,    0.0200
   198.000,    0.0200
   198.104,    0.0200
   198.201,    0.0200
   198.306,    0.0200
   198.403,    0.0200
   198.500,    0.0200
   198.604,    0.0200
   198.701,    0.0200
   198.806,    0.0200
   198.903,    0.0200
   199.000,    0.0200
   199.104,    0.0200
   199.201,    0.0200
   199.306,    0.0200
   199.403,    0.0200
   199.500,    0.0200
   199.604,    0.0200
   199.701,    0.0200
   199.806,    0.0200
   199.903,    0.0200
   200.000,    0.0200
   200.104,    0.0200
   200.201,    0.0200
   200.306,    0.0200
   200.403,    0.0200
   200.500,    0.0200
   200.604,    0.0200
   200.701,    0.0200
   200.806,    0.0200
   200.903,    0.0200
   201.000,    0.0200
   201.104,    0.0200
   201.201,    0.0200
   201.306,    0.0200
   201.403,    0.0200
   201.500,    0.0200
   201.604,    0.0200
   201.701,    0.0200
   201.806,    0.0200
   201.903,    0.0200
   202.000,    0.0200
   202.104,    0.0200
   202.201,    0.0200
   202.306,    0.0200
   202.403,    0.0200
   202.500,    0.0200
   202.604,    0.0200
   202.701,    0.0200
   202.806,    0.0200
   202.903,    0.0200
   203.000,    0.0200
   203.104,    0.0200
   203.201,    0.0200
   203.306,    0.0200
   203.403,    0.0200
   203.500,    0.0200
   203.604,    0.0200
   203.701,    0.0200
   203.806,    0.0200
   203.903,    0.0200
   204.000,    0.0200
   204.104,    0.0200
   204.201,    0.0200
   204.306,    0.0200
   204.403,    0.0200
   204.500,    0.0200
   204.604,    0.0200
   204.701,    0.0200
   204.806,    0.0200
   204.903,    0.0200
   205.000,    0.0200
   205.104,    0.0200
   205.201,    0.0200
   205.306,    0.0200
   205.403,    0.0200
   205.500,    0.0200
   205.604,    0.0200
   205.701,    0.0200
   205.806,    0.0200
   205.903,    0.0200
   206.000,    0.0200
   206.104,    0.0200
   206.201,    0.0200
   206.306,    0.0200
   206.403,    0.0200
   206.500,    0.0200
   206.604,    0.0200
   206.701,    0.0200
   206.806,    0.0200
   206.903,    0.0200
   207.000,    0.0200
   207.104,    0.0200
   207.201,    0.0200
   207.306,    0.0200
   207.403,    0.0200
   207.500,    0.0200
   207.604,    0.0200
   207.701,    0.0200
   207.806,    0.0200
   207.903,    0.0200
   208.000,    0.0200
   208.104,    0.0200
   208.201,    0.0200
   208.306,    0.0200
   208.403,    0.0200
   208.500,    0.0200
   208.604,    0.0200
   208.701,    0.0200
   208.806,    0.0200
   208.903,    0.0200
   209.000,    0.0200
   209.104,    0.0200
   209.201,    0.0200
   209.306,    0.0200
   209.403,    0.0200
   209.500,    0.0200
   209.604,    0.0200
   209.701,    0.0200
   209.806,    0.0200
   209.903,    0.0200
   210.000,    0.0200
   210.104,    0.0200
   210.201,    0.0200
   210.306,    0.0200
   210.403,    0.0200
   210.500,    0.0200
   210.604,    0.0200
   210.701,    0.0200
   210.806,    0.0200
   210.903,    0.0200
   211.000,    0.0200
   211.104,    0.0200
   211.201,    0.0200
   211.306,    0.0200
   211.403,    0.0200
   211.500,    0.0200
   211.604,    0.0200
   211.701,    0.0200
   211.806,    0.0200
   211.903,    0.0200
   212.000,    0.0200
   212.104,    0.0200
   212.201,    0.0200
   212.306,    0.0200
   212.403,    0.0200
   212.500,    0.0200
   212.604,    0.0200
   212.701,    0.0200
   212.806,    0.0200
   212.903,    0.0200
   213.000,    0.0200
   213.104,    0.0200
   213.201,    0.0200
   213.306,    0.0200
   213.403,    0.0200
   213.500,    0.0200
   213.604,    0.0200
   213.701,    0.0200
   213.806,    0.0200
   213.903,    0.0200
   214.000,    0.0200
   214.104,    0.0200
   214.201,    0.0200
   214.306,    0.0200
   214.403,    0.0200
   214.500,    0.0200
   214.604,    0.0200
   214.701,    0.0200
   214.806,    0.0200
   214.903,    0.0200
   215.000,    0.0200
   215.104,    0.0200
   215.201,    0.0200
   215.306,    0.0200
   215.403,    0.0200
   215.500,    0.0200
   215.604,    0.0200
   215.701,    0.0200
   215.806,    0.0200
   215.903,    0.0200
   216.000,    0.0200
   216.104,    0.0200
   216.201,    0.0200
   216.306,    0.0200
   216.403,    0.0200
   216.500,    0.0200
   216.604,    0.0200
   216.701,    0.0200
   216.806,    0.0200
   216.903,    0.0200
   217.000,    0.0200
   217.104,    0.0200
   217.201,    0.0200
   217.306,    0.0200
   217.403,    0.0200
   217.500,    0.0200
   217.604,    0.0200
   217.701,    0.0200
   217.806,    0.0200
   217.903,    0.0200
   218.000,    0.0200
   218.104,    0.0200
   218.201,    0.0200
   218.306,    0.0200
   218.403,    0.0200
   218.500,    0.0200
   218.604,    0.0200
   218.701,    0.0200
   218.806,    0.0200
   218.903,    0.0200
   219.000,    0.0200
   219.104,    0.0200
   219.201,    0.0200
   219.306,    0.0200
   219.403,    0.0200
   219.500,    0.0200
   219.604,    0.0200
   219.701,    0.0200
   219.806,    0.0200
   219.903,    0.0200
   220.000,    0.0200
   220.104,    0.0200
   220.201,    0.0200
   220.306,    0.0200
   220.403,    0.0200
   220.500,    0.0200
   220.604,    0.0200
   220.701,    0.0200
   220.806,    0.0200
   220.903,    0.0200
   221.000,    0.0200
   221.104,    0.0200
   221.201,    0.0200
   221.306,    0.0200
   221.403,    0.0200
   221.500,    0.0200
   221.604,    0.0200
   221.701,    0.0200
   221.806,    0.0200
   221.903,    0.0200
   222.000,    0.0200
   222.104,    0.0200
   222.201,    0.0200
   222.306,    0.0200
   222.403,    0.0200
   222.500,    0.0200
   222.604,    0.0200
   222.701,    0.0200
   222.806,    0.0200
   222.903,    0.0200
   223.000,    0.0200
   223.104,    0.0200
   223.201,    0.0200
   223.306,    0.0200
   223.403,    0.0200
   223.500,    0.0200
   223.604,    0.0200
   223.701,    0.0200
   223.806,    0.0200
   223.903,    0.0200
   224.000,    0.0200
   224.104,    0.0200
   224.201,    0.0200
   224.306,    0.0200
   224.403,    0.0200
   224.500,    0.0200
   224.604,    0.0200
   224.701,    0.0200
   224.806,    0.0200
   224.903,    0.0200
   225.000,    0.0200
   225.104,    0.0200
   225.201,    0.0200
   225.306,    0.0200
   225.403,    0.0200
   225.500,    0.0200
   225.604,    0.0200
   225.701,    0.0200
   225.806,    0.0200
   225.903,    0.0200
   226.000,    0.0200
   226.104,    0.0200
   226.201,    0.0200
   226.306,    0.0200
   226.403,    0.0200
   226.500,    0.0200
   226.604,    0.0200
   226.701,    0.0200
   226.806,    0.0200
   226.903,    0.0200
   227.000,    0.0200
   227.104,    0.0200
   227.201,    0.0200
   227.306,    0.0200
   227.403,    0.0200
   227.500,    0.0200
   227.604,    0.0200
   227.701,    0.0200
   227.806,    0.0200
   227.903,    0.0200
   228.000,    0.0200
   228.104,    0.0200
   228.201,    0.0200
   228.306,    0.0200
   228.403,    0.0200
   228.500,    0.0200
   228.604,    0.0200
   228.701,    0.0200
   228.806,    0.0200
   228.903,    0.0200
   229.000,    0.0200
   229.104,    0.0200
   229.201,    0.0200
   229.306,    0.0200
   229.403,    0.0200
   229.500,    0.0200
   229.604,    0.0200
   229.701,    0.0200
   229.806,    0.0200
   229.903,    0.0200
   230.000,    0.0200
   230.104,    0.0200
   230.201,    0.0200
   230.306,    0.0200
   230.403,    0.0200
   230.500,    0.0200
   230.604,    0.0200
   230.701,    0.0200
   230.806,    0.0200
   230.903,    0.0200
   231.000,    0.0200
   231.104,    0.0200
   231.201,    0.0200
   231.306,    0.0200
   231.403,    0.0200
   231.500,    0.0200
   231.604,    0.0200
   231.701,    0.0200
   231.806,    0.0200
   231.903,    0.0200
   232.000,    0.0200
   232.104,    0.0200
   232.201,    0.0200
   232.306,    0.0200
   232.403,    0.0200
   232.500,    0.0200
   232.604,    0.0200
   232.701,    0.0200
   232.806,    0.0200
   232.903,    0.0200
   233.000,    0.0200
   233.104,    0.0200
   233.201,    0.0200
   233.306,    0.0200
   233.403,    0.0200
   233.500,    0.0200
   233.604,    0.0200
   233.701,    0.0200
   233.806,    0.0200
   233.903,    0.0200
   234.000,    0.0200
   234.104,    0.0200
   234.201,    0.0200
   234.306,    0.0200
   234.403,    0.0200
   234.500,    0.0200
   234.604,    0.0200
   234.701,    0.0200
   234.806,    0.0200
   234.903,    0.0200
   235.000,    0.0200
   235.104,    0.0200
   235.201,    0.0200
   235.306,    0.0200
   235.403,    0.0200
   235.500,    0.0200
   235.604,    0.0200
   235.701,    0.0200
   235.806,    0.0200
   235.903,    0.0200
   236.000,    0.0200
   236.104,    0.0200
   236.201,    0.0200
   236.306,    0.0200
   236.403,    0.0200
   236.500,    0.0200
   236.604,    0.0200
   236.701,    0.0200
   236.806,    0.0200
   236.903,    0.0200
   237.000,    0.0200
   237.104,    0.0200
   237.201,    0.0200
   237.306,    0.0200
   237.403,    0.0200
   237.500,    0.0200
   237.604,    0.0200
   237.701,    0.0200
   237.806,    0.0200
   237.903,    0.0200
   238.000,    0.0200
   238.104,    0.0200
   238.201,    0.0200
   238.306,    0.0200
   238.403,    0.0200
   238.500,    0.0200
   238.604,    0.0200
   238.701,    0.0200
   238.806,    0.0200
   238.903,    0.0200
   239.000,    0.0200
   239.104,    0.0200
   239.201,    0.0200
   239.306,    0.0200
   239.403,    0.0200
   239.500,    0.0200
   239.604,    0.0200
   239.701,    0.0200
   239.806,    0.0200
   239.903,    0.0200
   240.000,    0.0200
   240.104,    0.0200
   240.201,    0.0200
   240.306,    0.0200
   240.403,    0.0200
   240.500,    0.0200
   240.604,    0.0200
   240.701,    0.0200
   240.806,    0.0200
   240.903,    0.0200
   241.000,    0.0200
   241.104,    0.0200
   241.201,    0.0200
   241.306,    0.0200
   241.403,    0.0200
   241.500,    0.0200
   241.604,    0.0200
   241.701,    0.0200
   241.806,    0.0200
   241.903,    0.0200
   242.000,    0.0200
   242.104,    0.0200
   242.201,    0.0200
   242.306,    0.0200
   242.403,    0.0200
   242.500,    0.0200
   242.604,    0.0200
   242.701,    0.0200
   242.806,    0.0200
   242.903,    0.0200
   243.000,    0.0200
   243.104,    0.0200
   243.201,    0.0200
   243.306,    0.0200
   243.403,    0.0200
   243.500,    0.0200
   243.604,    0.0200
   243.701,    0.0200
   243.806,    0.0200
   243.903,    0.0200
   244.000,    0.0200
   244.104,    0.0200
   244.201,    0.0200
   244.306,    0.0200
   244.403,    0.0200
   244.500,    0.0200
   244.604,    0.0200
   244.701,    0.0200
   244.806,    0.0200
   244.903,    0.0200
   245.000,    0.0200
   245.104,    0.0200
   245.201,    0.0200
   245.306,    0.0200
   245.403,    0.0200
   245.500,    0.0200
   245.604,    0.0200
   245.701,    0.0200
   245.806,    0.0200
   245.903,    0.0200
   246.000,    0.0200
   246.104,    0.0200
   246.201,    0.0200
   246.306,    0.0200
   246.403,    0.0200
   246.500,    0.0200
   246.604,    0.0200
   246.701,    0.0200
   246.806,    0.0200
   246.903,    0.0200
   247.000,    0.0200
   247.104,    0.0200
   247.201,    0.0200
   247.306,    0.0200
   247.403,    0.0200
   247.500,    0.0200
   247.604,    0.0200
   247.701,    0.0200
   247.806,    0.0200
   247.903,    0.0200
   248.000,    0.0200
   248.104,    0.0200
   248.201,    0.0200
   248.306,    0.0200
   248.403,    0.0200
   248.500,    0.0200
   248.604,    0.0200
   248.701,    0.0200
   248.806,    0.0200
   248.903,    0.0200
   249.000,    0.0200
   249.104,    0.0200
   249.201,    0.0200
   249.306,    0.0200
   249.403,    0.0200
   249.500,    0.0200
   249.604,    0.0200
   249.701,    0.0200
   249.806,    0.0200
   249.903,    0.0200
   250.000,    0.0200
   250.104,    0.0200
   250.201,    0.0200
   250.306,    0.0200
   250.403,    0.0200
   250.500,    0.0200
   250.604,    0.0200
   250.701,    0.0200
   250.806,    0.0200
   250.903,    0.0200
   251.000,    0.0200
   251.104,    0.0200
   251.201,    0.0200
   251.306,    0.0200
   251.403,    0.0200
   251.500,    0.0200
   251.604,    0.0200
   251.701,    0.0200
   251.806,    0.0200
   251.903,    0.0200
   252.000,    0.0200
   252.104,    0.0200
   252.201,    0.0200
   252.306,    0.0200
   252.403,    0.0200
   252.500,    0.0200
   252.604,    0.0200
   252.701,    0.0200
   252.806,    0.0200
   252.903,    0.0200
   253.000,    0.0200
   253.104,    0.0200
   253.201,    0.0200
   253.306,    0.0200
   253.403,    0.0200
   253.500,    0.0200
   253.604,    0.0200
   253.701,    0.0200
   253.806,    0.0200
   253.903,    0.0200
   254.000,    0.0200
   254.104,    0.0200
   254.201,    0.0200
   254.306,    0.0200
   254.403,    0.0200
   254.500,    0.0200
   254.604,    0.0200
   254.701,    0.0200
   254.806,    0.0200
   254.903,    0.0200
   255.000,    0.0200
   255.104,    0.0200
   255.201,    0.0200
   255.306,    0.0200
   255.403,    0.0200
   255.500,    0.0200
   255.604,    0.0200
   255.701,    0.0200
   255.806,    0.0200
   255.903,    0.0200
   256.000,    0.0200
   256.104,    0.0200
   256.201,    0.0200
   256.306,    0.0200
   256.403,    0.0200
   256.500,    0.0200
   256.604,    0.0200
   256.701,    0.0200
   256.806,    0.0200
   256.903,    0.0200
   257.000,    0.0200
   257.104,    0.0200
   257.201,    0.0200
   257.306,    0.0200
   257.403,    0.0200
   257.500,    0.0200
   257.604,    0.0200
   257.701,    0.0200
   257.806,    0.0200
   257.903,    0.0200
   258.000,    0.0200
   258.104,    0.0200
   258.201,    0.0200
   258.306,    0.0200
   258.403,    0.0200
   258.500,    0.0200
   258.604,    0.0200
   258.701,    0.0200
   258.806,    0.0200
   258.903,    0.0200
   259.000,    0.0200
   259.104,    0.0200
   259.201,    0.0200
   259.306,    0.0200
   259.403,    0.0200
   259.500,    0.0200
   259.604,    0.0200
   259.701,    0.0200
   259.806,    0.0200
   259.903,    0.0200
   260.000,    0.0200
   260.104,    0.0200
   260.201,    0.0200
   260.306,    0.0200
   260.403,    0.0200
   260.500,    0.0200
   260.604,    0.0200
   260.701,    0.0200
   260.806,    0.0200
   260.903,    0.0200
   261.000,    0.0200
   261.104,    0.0200
   261.201,    0.0200
   261.306,    0.0200
   261.403,    0.0200
   261.500,    0.0200
   261.604,    0.0200
   261.701,    0.0200
   261.806,    0.0200
   261.903,    0.0200
   262.000,    0.0200
   262.104,    0.0200
   262.201,    0.0200
   262.306,    0.0200
   262.403,    0.0200
   262.500,    0.0200
   262.604,    0.0200
   262.701,    0.0200
   262.806,    0.0200
   262.903,    0.0200
   263.000,    0.0200
   263.104,    0.0200
   263.201,    0.0200
   263.306,    0.0200
   263.403,    0.0200
   263.500,    0.0200
   263.604,    0.0200
   263.701,    0.0200
   263.806,    0.0200
   263.903,    0.0200
   264.000,    0.0200
   264.104,    0.0200
   264.201,    0.0200
   264.306,    0.0200
   264.403,    0.0200
   264.500,    0.0200
   264.604,    0.0200
   264.701,    0.0200
   264.806,    0.0200
   264.903,    0.0200
   265.000,    0.0200
   265.104,    0.0200
   265.201,    0.0200
   265.306,    0.0200
   265.403,    0.0200
   265.500,    0.0200
   265.604,    0.0200
   265.701,    0.0200
   265.806,    0.0200
   265.903,    0.0200
   266.000,    0.0200
   266.104,    0.0200
   266.201,    0.0200
   266.306,    0.0200
   266.403,    0.0200
   266.500,    0.0200
   266.604,    0.0200
   266.701,    0.0200
   266.806,    0.0200
   266.903,    0.0200
   267.000,    0.0200
   267.104,    0.0200
   267.201,    0.0200
   267.306,    0.0200
   267.403,    0.0200
   267.500,    0.0200
   267.604,    0.0200
   267.701,    0.0200
   267.806,    0.0200
   267.903,    0.0200
   268.000,    0.0200
   268.104,    0.0200
   268.201,    0.0200
   268.306,    0.0200
   268.403,    0.0200
   268.500,    0.0200
   268.604,    0.0200
   268.701,    0.0200
   268.806,    0.0200
   268.903,    0.0200
   269.000,    0.0200
   269.104,    0.0200
   269.201,    0.0200
   269.306,    0.0200
   269.403,    0.0200
   269.500,    0.0200
   269.604,    0.0200
   269.701,    0.0200
   269.806,    0.0200
   269.903,    0.0200
   270.000,    0.0200
   270.104,    0.0200
   270.201,    0.0200
   270.306,    0.0200
   270.403,    0.0200
   270.500,    0.0200
   270.604,    0.0200
   270.701,    0.0200
   270.806,    0.0200
   270.903,    0.0200
   271.000,    0.0200
   271.104,    0.0200
   271.201,    0.0200
   271.306,    0.0200
   271.403,    0.0200
   271.500,    0.0200
   271.604,    0.0200
   271.701,    0.0200
   271.806,    0.0200
   271.903,    0.0200
   272.000,    0.0200
   272.104,    0.0200
   272.201,    0.0200
   272.306,    0.0200
   272.403,    0.0200
   272.500,    0.0200
   272.604,    0.0200
   272.701,    0.0200
   272.806,    0.0200
   272.903,    0.0200
   273.000,    0.0200
   273.104,    0.0200
   273.201,    0.0200
   273.306,    0.0200
   273.403,    0.0200
   273.500,    0.0200
   273.604,    0.0200
   273.701,    0.0200
   273.806,    0.0200
   273.903,    0.0200
   274.000,    0.0200
   274.104,    0.0200
   274.201,    0.0200
   274.306,    0.0200
   274.403,    0.0200
   274.500,    0.0200
   274.604,    0.0200
   274.701,    0.0200
   274.806,    0.0200
   274.903,    0.0200
   275.000,    0.0200
   275.104,    0.0200
   275.201,    0.0200
   275.306,    0.0200
   275.403,    0.0200
   275.500,    0.0200
   275.604,    0.0200
   275.701,    0.0200
   275.806,    0.0200
   275.903,    0.0200
   276.000,    0.0200
   276.104,    0.0200
   276.201,    0.0200
   276.306,    0.0200
   276.403,    0.0200
   276.500,    0.0200
   276.604,    0.0200
   276.701,    0.0200
   276.806,    0.0200
   276.903,    0.0200
   277.000,    0.0200
   277.104,    0.0200
   277.201,    0.0200
   277.306,    0.0200
   277.403,    0.0200
   277.500,    0.0200
   277.604,    0.0200
   277.701,    0.0200
   277.806,    0.0200
   277.903,    0.0200
   278.000,    0.0200
   278.104,    0.0200
   278.201,    0.0200
   278.306,    0.0200
   278.403,    0.0200
   278.500,    0.0200
   278.604,    0.0200
   278.701,    0.0200
   278.806,    0.0200
   278.903,    0.0200
   279.000,    0.0200
   279.104,    0.0200
   279.201,    0.0200
   279.306,    0.0200
   279.403,    0.0200
   279.500,    0.0200
   279.604,    0.0200
   279.701,    0.0200
   279.806,    0.0200
   279.903,    0.0200
   280.000,    0.0200
   280.104,    0.0200
   280.201,    0.0200
   280.306,    0.0200
   280.403,    0.0200
   280.500,    0.0200
   280.604,    0.0200
   280.701,    0.0200
   280.806,    0.0200
   280.903,    0.0200
   281.000,    0.0200
   281.104,    0.0200
   281.201,    0.0200
   281.306,    0.0200
   281.403,    0.0200
   281.500,    0.0200
   281.604,    0.0200
   281.701,    0.0200
   281.806,    0.0200
   281.903,    0.0200
   282.000,    0.0200
   282.104,    0.0200
   282.201,    0.0200
   282.306,    0.0200
   282.403,    0.0200
   282.500,    0.0200
   282.604,    0.0200
   282.701,    0.0200
   282.806,    0.0200
   282.903,    0.0200
   283.000,    0.0200
   283.104,    0.0200
   283.201,    0.0200
   283.306,    0.0200
   283.403,    0.0200
   283.500,    0.0200
   283.604,    0.0200
   283.701,    0.0200
   283.806,    0.0200
   283.903,    0.0200
   284.000,    0.0200
   284.104,    0.0200
   284.201,    0.0200
   284.306,    0.0200
   284.403,    0.0200
   284.500,    0.0200
   284.604,    0.0200
   284.701,    0.0200
   284.806,    0.0200
   284.903,    0.0200
   285.000,    0.0200
   285.104,    0.0200
   285.201,    0.0200
   285.306,    0.0200
   285.403,    0.0200
   285.500,    0.0200
   285.604,    0.0200
   285.701,    0.0200
   285.806,    0.0200
   285.903,    0.0200
   286.000,    0.0200
   286.104,    0.0200
   286.201,    0.0200
   286.306,    0.0200
   286.403,    0.0200
   286.500,    0.0200
   286.604,    0.0200
   286.701,    0.0200
   286.806,    0.0200
   286.903,    0.0200
   287.000,    0.0200
   287.104,    0.0200
   287.201,    0.0200
   287.306,    0.0200
   287.403,    0.0200
   287.500,    0.0200
   287.604,    0.0200
   287.701,    0.0200
   287.806,    0.0200
   287.903,    0.0200
   288.000,    0.0200
   288.104,    0.0200
   288.201,    0.0200
   288.306,    0.0200
   288.403,    0.0200
   288.500,    0.0200
   288.604,    0.0200
   288.701,    0.0200
   288.806,    0.0200
   288.903,    0.0200
   289.000,    0.0200
   289.104,    0.0200
   289.201,    0.0200
   289.306,    0.0200
   289.403,    0.0200
   289.500,    0.0200
   289.604,    0.0200
   289.701,    0.0200
   289.806,    0.0200
   289.903,    0.0200
   290.000,    0.0200
   290.104,    0.0200
   290.201,    0.0200
   290.306,    0.0200
   290.403,    0.0200
   290.500,    0.0200
   290.604,    0.0200
   290.701,    0.0200
   290.806,    0.0200
   290.903,    0.0200
   291.000,    0.0200
   291.104,    0.0200
   291.201,    0.0200
   291.306,    0.0200
   291.403,    0.0200
   291.500,    0.0200
   291.604,    0.0200
   291.701,    0.0200
   291.806,    0.0200
   291.903,    0.0200
   292.000,    0.0200
   292.104,    0.0200
   292.201,    0.0200
   292.306,    0.0200
   292.403,    0.0200
   292.500,    0.0200
   292.604,    0.0200
   292.701,    0.0200
   292.806,    0.0200
   292.903,    0.0200
   293.000,    0.0200
   293.104,    0.0200
   293.201,    0.0200
   293.306,    0.0200
   293.403,    0.0200
   293.500,    0.0200
   293.604,    0.0200
   293.701,    0.0200
   293.806,    0.0200
   293.903,    0.0200
   294.000,    0.0200
   294.104,    0.0200
   294.201,    0.0200
   294.306,    0.0200
   294.403,    0.0200
   294.500,    0.0200
   294.604,    0.0200
   294.701,    0.0200
   294.806,    0.0200
   294.903,    0.0200
   295.000,    0.0200
   295.104,    0.0200
   295.201,    0.0200
   295.306,    0.0200
   295.403,    0.0200
   295.500,    0.0200
   295.604,    0.0200
   295.701,    0.0200
   295.806,    0.0200
   295.903,    0.0200
   296.000,    0.0200
   296.104,    0.0200
   296.201,    0.0200
   296.306,    0.0200
   296.403,    0.0200
   296.500,    0.0200
   296.604,    0.0200
   296.701,    0.0200
   296.806,    0.0200
   296.903,    0.0200
   297.000,    0.0200
   297.104,    0.0200
   297.201,    0.0200
   297.306,    0.0200
   297.403,    0.0200
   297.500,    0.0200
   297.604,    0.0200
   297.701,    0.0200
   297.806,    0.0200
   297.903,    0.0200
   298.000,    0.0200
   298.104,    0.0200
   298.201,    0.0200
   298.306,    0.0200
   298.403,    0.0200
   298.500,    0.0200
   298.604,    0.0200
   298.701,    0.0200
   298.806,    0.0200
   298.903,    0.0200
   299.000,    0.0200
   299.104,    0.0200
   299.201,    0.0200
   299.306,    0.0200
   299.403,    0.0200
   299.500,    0.0200
   299.604,    0.0200
   299.701,    0.0200
   299.806,    0.0200
   299.903,    0.0200
   300.000,    0.0200
   300.104,    0.0200
   300.201,    0.0200
   300.306,    0.0200
   300.403,    0.0200
   300.500,    0.0200
   300.604,    0.0200
   300.701,    0.0200
   300.806,    0.0200
   300.903,    0.0200
   301.000,    0.0200
   301.104,    0.0200
   301.201,    0.0200
   301.306,    0.0200
   301.403,    0.0200
   301.500,    0.0200
   301.604,    0.0200
   301.701,    0.0200
   301.806,    0.0200
   301.903,    0.0200
   302.000,    0.0200
   302.104,    0.0200
   302.201,    0.0200
   302.306,    0.0200
   302.403,    0.0200
   302.500,    0.0200
   302.604,    0.0200
   302.701,    0.0200
   302.806,    0.0200
   302.903,    0.0200
   303.000,    0.0200
   303.104,    0.0200
   303.201,    0.0200
   303.306,    0.0200
   303.403,    0.0200
   303.500,    0.0200
   303.604,    0.0200
   303.701,    0.0200
   303.806,    0.0200
   303.903,    0.0200
   304.000,    0.0200
   304.104,    0.0200
   304.201,    0.0200
   304.306,    0.0200
   304.403,    0.0200
   304.507,    0.0200
   304.604,    0.0200
   304.701,    0.0200
   304.806,    0.0200
   304.903,    0.0200
   305.007,    0.0200
   305.104,    0.0200
   305.201,    0.0200
   305.306,    0.0200
   305.403,    0.0200
   305.507,    0.0200
   305.604,    0.0200
   305.701,    0.0200
   305.806,    0.0200
   305.903,    0.0200
   306.007,    0.0200
   306.104,    0.0200
   306.201,    0.0200
   306.306,    0.0200
   306.403,    0.0200
   306.507,    0.0200
   306.604,    0.0200
   306.701,    0.0200
   306.806,    0.0200
   306.903,    0.0200
   307.007,    0.0200
   307.104,    0.0200
   307.201,    0.0200
   307.306,    0.0200
   307.403,    0.0200
   307.507,    0.0200
   307.604,    0.0200
   307.701,    0.0200
   307.806,    0.0200
   307.903,    0.0200
   308.007,    0.0200
   308.104,    0.0200
   308.201,    0.0200
   308.306,    0.0200
   308.403,    0.0200
   308.507,    0.0200
   308.604,    0.0200
   308.701,    0.0200
   308.806,    0.0200
   308.903,    0.0200
   309.007,    0.0200
   309.104,    0.0200
   309.201,    0.0200
   309.306,    0.0200
   309.403,    0.0200
   309.507,    0.0200
   309.604,    0.0200
   309.701,    0.0200
   309.806,    0.0200
   309.903,    0.0200
   310.007,    0.0200
   310.104,    0.0200
   310.201,    0.0200
   310.306,    0.0200
   310.403,    0.0200
   310.507,    0.0200
   310.604,    0.0200
   310.701,    0.0200
   310.806,    0.0200
   310.903,    0.0200
   311.007,    0.0200
   311.104,    0.0200
   311.201,    0.0200
   311.306,    0.0200
   311.403,    0.0200
   311.507,    0.0200
   311.604,    0.0200
   311.701,    0.0200
   311.806,    0.0200
   311.903,    0.0200
   312.007,    0.0200
   312.104,    0.0200
   312.201,    0.0200
   312.306,    0.0200
   312.403,    0.0200
   312.507,    0.0200
   312.604,    0.0200
   312.701,    0.0200
   312.806,    0.0200
   312.903,    0.0200
   313.007,    0.0200
   313.104,    0.0200
   313.201,    0.0200
   313.306,    0.0200
   313.403,    0.0200
   313.507,    0.0200
   313.604,    0.0200
   313.701,    0.0200
   313.806,    0.0200
   313.903,    0.0200
   314.007,    0.0200
   314.104,    0.0200
   314.201,    0.0200
   314.306,    0.0200
   314.403,    0.0200
   314.507,    0.0200
   314.604,    0.0200
   314.701,    0.0200
   314.806,    0.0200
   314.903,    0.0200
   315.007,    0.0200
   315.104,    0.0200
   315.201,    0.0200
   315.306,    0.0200
   315.403,    0.0200
   315.507,    0.0200
   315.604,    0.0200
   315.701,    0.0200
   315.806,    0.0200
   315.903,    0.0200
   316.007,    0.0200
   316.104,    0.0200
   316.201,    0.0200
   316.306,    0.0200
   316.403,    0.0200
   316.507,    0.0200
   316.604,    0.0200
   316.701,    0.0200
   316.806,    0.0200
   316.903,    0.0200
   317.007,    0.0200
